run_id,centre_id,centre_name,centre_latitude,centre_longitude,default_terminal_gate_price_change_time,terminal_gate_price_change_time,fuel_type,price_previous,price_current,price_next,delta_next_current
20260422T081551Z,27,Ampol Albany,,,8:30am,12:01am,ULP,184.62,182.22,181.12,-1.1
20260422T081551Z,27,Ampol Albany,,,8:30am,12:01am,PULP,193.95,191.33,190.18,-1.15
20260422T081551Z,27,Ampol Albany,,,8:30am,12:01am,Diesel,246.3,236.61,228.86,-7.75
20260422T081551Z,28,Ampol Broome,,,8:30am,12:01am,ULP,217.94,216.47,215.89,-0.58
20260422T081551Z,28,Ampol Broome,,,8:30am,12:01am,PULP,233.62,232.03,231.45,-0.58
20260422T081551Z,28,Ampol Broome,,,8:30am,12:01am,Diesel,241.38,232.07,224.51,-7.56
20260422T081551Z,6,BP Broome,,,8:30am,12am,ULP,197.36,194.16,191.32,-2.84
20260422T081551Z,6,BP Broome,,,8:30am,12am,PULP,207.36,204.16,201.32,-2.84
20260422T081551Z,6,BP Broome,,,8:30am,12am,Diesel,257.53,246.67,236.6,-10.07
20260422T081551Z,12,Viva Energy Broome,,,8:30am,12am,ULP,237.27,234.72,233.18,-1.54
20260422T081551Z,12,Viva Energy Broome,,,8:30am,12am,PULP,247.08,244.52,242.9,-1.62
20260422T081551Z,12,Viva Energy Broome,,,8:30am,12am,Diesel,276.49,268.57,259.01,-9.56
20260422T081551Z,29,Ampol Esperance,,,8:30am,12:01am,Diesel,251.71,241.98,234.2,-7.78
20260422T081551Z,7,BP Esperance,,,8:30am,12am,ULP,193.03,189.41,186.33,-3.08
20260422T081551Z,7,BP Esperance,,,8:30am,12am,PULP,203.03,199.41,196.33,-3.08
20260422T081551Z,7,BP Esperance,,,8:30am,12am,Diesel,250.54,236.99,226.97,-10.02
20260422T081551Z,13,Viva Energy Esperance,,,8:30am,12am,Diesel,248.36,240.25,230.52,-9.73
20260422T081551Z,30,Ampol Geraldton,,,8:30am,12:01am,ULP,184.23,181.79,180.69,-1.1
20260422T081551Z,30,Ampol Geraldton,,,8:30am,12:01am,Diesel,249.96,240.25,232.46,-7.79
20260422T081551Z,8,BP Geraldton,,,8:30am,12am,Diesel,250.63,237.11,227.11,-10.0
20260422T081551Z,31,Ampol Kwinana,,,8:30am,12:01am,ULP,185.03,182.49,181.31,-1.18
20260422T081551Z,31,Ampol Kwinana,,,8:30am,12:01am,PULP,198.78,196.14,194.99,-1.15
20260422T081551Z,31,Ampol Kwinana,,,8:30am,12:01am,Diesel,240.42,230.57,222.72,-7.85
20260422T081551Z,4,BP Kewdale,,,8:30am,12am,ULP,183.35,179.73,176.65,-3.08
20260422T081551Z,4,BP Kewdale,,,8:30am,12am,PULP,193.35,189.73,186.65,-3.08
20260422T081551Z,4,BP Kewdale,,,8:30am,12am,Diesel,245.31,231.7,221.64,-10.06
20260422T081551Z,5,BP Kwinana,,,8:30am,12am,ULP,183.35,179.73,176.65,-3.08
20260422T081551Z,5,BP Kwinana,,,8:30am,12am,PULP,193.35,189.73,186.65,-3.08
20260422T081551Z,5,BP Kwinana,,,8:30am,12am,Diesel,245.31,231.7,221.64,-10.06
20260422T081551Z,32,Caltex Kwinana,,,8:30am,8:30am,ULP,188.42,184.63,181.15,-3.48
20260422T081551Z,32,Caltex Kwinana,,,8:30am,8:30am,PULP,207.81,203.61,200.25,-3.36
20260422T081551Z,32,Caltex Kwinana,,,8:30am,8:30am,Diesel,252.3,238.13,228.08,-10.05
20260422T081551Z,17,Mobil Kwinana,,,8:30am,8:30am,ULP,185.91,184.28,182.71,-1.57
20260422T081551Z,17,Mobil Kwinana,,,8:30am,8:30am,PULP,195.57,193.97,192.38,-1.59
20260422T081551Z,17,Mobil Kwinana,,,8:30am,8:30am,Diesel,254.66,246.54,238.23,-8.31
20260422T081551Z,10,Viva Energy Kwinana,,,8:30am,12am,ULP,181.83,178.27,175.76,-2.51
20260422T081551Z,10,Viva Energy Kwinana,,,8:30am,12am,PULP,194.77,191.2,188.62,-2.58
20260422T081551Z,10,Viva Energy Kwinana,,,8:30am,12am,Diesel,242.66,234.49,224.72,-9.77
20260422T081551Z,26,Ampol Port Hedland,,,8:30am,12:01am,ULP,206.4,204.18,203.19,-0.99
20260422T081551Z,26,Ampol Port Hedland,,,8:30am,12:01am,Diesel,246.27,236.46,228.64,-7.82
20260422T081551Z,9,BP Port Hedland,,,8:30am,12am,ULP,194.19,190.82,187.89,-2.93
20260422T081551Z,9,BP Port Hedland,,,8:30am,12am,Diesel,249.11,235.48,225.42,-10.06
20260422T081551Z,33,Caltex Port Hedland,,,8:30am,8:30am,Diesel,258.56,247.68,238.73,-8.95
20260422T081551Z,16,Viva Energy Port Hedland,,,8:30am,12am,Diesel,272.07,263.95,254.18,-9.77
