run_id,centre_id,centre_name,centre_latitude,centre_longitude,default_terminal_gate_price_change_time,terminal_gate_price_change_time,fuel_type,price_previous,price_current,price_next,delta_next_current
20260328T101439Z,27,Ampol Albany,,,8:30am,12:01am,ULP,245.45,239.45,239.45,0.0
20260328T101439Z,27,Ampol Albany,,,8:30am,12:01am,PULP,256.51,250.01,250.01,0.0
20260328T101439Z,27,Ampol Albany,,,8:30am,12:01am,Diesel,315.89,315.03,315.03,0.0
20260328T101439Z,28,Ampol Broome,,,8:30am,12:01am,ULP,272.24,267.19,267.19,0.0
20260328T101439Z,28,Ampol Broome,,,8:30am,12:01am,PULP,288.73,283.34,283.34,0.0
20260328T101439Z,28,Ampol Broome,,,8:30am,12:01am,Diesel,310.54,310.08,310.08,0.0
20260328T101439Z,6,BP Broome,,,8:30am,12am,ULP,252.9,249.38,249.38,0.0
20260328T101439Z,6,BP Broome,,,8:30am,12am,PULP,262.9,259.38,259.38,0.0
20260328T101439Z,6,BP Broome,,,8:30am,12am,Diesel,311.52,312.86,312.86,0.0
20260328T101439Z,12,Viva Energy Broome,,,8:30am,12am,ULP,294.47,289.71,289.71,0.0
20260328T101439Z,12,Viva Energy Broome,,,8:30am,12am,PULP,305.44,300.36,300.36,0.0
20260328T101439Z,12,Viva Energy Broome,,,8:30am,12am,Diesel,341.8,340.03,340.03,0.0
20260328T101439Z,29,Ampol Esperance,,,8:30am,12:01am,Diesel,321.61,320.73,320.73,0.0
20260328T101439Z,7,BP Esperance,,,8:30am,12am,ULP,250.89,246.98,246.98,0.0
20260328T101439Z,7,BP Esperance,,,8:30am,12am,PULP,260.89,256.98,256.98,0.0
20260328T101439Z,7,BP Esperance,,,8:30am,12am,Diesel,304.16,305.53,305.53,0.0
20260328T101439Z,13,Viva Energy Esperance,,,8:30am,12am,Diesel,316.07,314.08,314.08,0.0
20260328T101439Z,30,Ampol Geraldton,,,8:30am,12:01am,ULP,245.25,239.21,239.21,0.0
20260328T101439Z,30,Ampol Geraldton,,,8:30am,12:01am,Diesel,319.77,318.89,318.89,0.0
20260328T101439Z,8,BP Geraldton,,,8:30am,12am,Diesel,304.06,305.44,305.44,0.0
20260328T101439Z,31,Ampol Kwinana,,,8:30am,12:01am,ULP,246.85,240.71,240.71,0.0
20260328T101439Z,31,Ampol Kwinana,,,8:30am,12:01am,PULP,261.37,254.9,254.9,0.0
20260328T101439Z,31,Ampol Kwinana,,,8:30am,12:01am,Diesel,311.08,310.09,310.09,0.0
20260328T101439Z,4,BP Kewdale,,,8:30am,12am,ULP,241.21,237.3,237.3,0.0
20260328T101439Z,4,BP Kewdale,,,8:30am,12am,PULP,251.21,247.3,247.3,0.0
20260328T101439Z,4,BP Kewdale,,,8:30am,12am,Diesel,299.49,300.76,300.76,0.0
20260328T101439Z,5,BP Kwinana,,,8:30am,12am,ULP,241.21,237.3,237.3,0.0
20260328T101439Z,5,BP Kwinana,,,8:30am,12am,PULP,251.21,247.3,247.3,0.0
20260328T101439Z,5,BP Kwinana,,,8:30am,12am,Diesel,299.49,300.76,300.76,0.0
20260328T101439Z,32,Caltex Kwinana,,,8:30am,8:30am,ULP,243.24,241.1,241.1,0.0
20260328T101439Z,32,Caltex Kwinana,,,8:30am,8:30am,PULP,268.05,263.85,263.85,0.0
20260328T101439Z,32,Caltex Kwinana,,,8:30am,8:30am,Diesel,312.02,308.88,308.88,0.0
20260328T101439Z,17,Mobil Kwinana,,,8:30am,8:30am,ULP,252.23,249.91,249.91,0.0
20260328T101439Z,17,Mobil Kwinana,,,8:30am,8:30am,PULP,262.92,260.37,260.37,0.0
20260328T101439Z,17,Mobil Kwinana,,,8:30am,8:30am,Diesel,318.1,321.41,321.41,0.0
20260328T101439Z,10,Viva Energy Kwinana,,,8:30am,12am,ULP,246.92,240.94,240.94,0.0
20260328T101439Z,10,Viva Energy Kwinana,,,8:30am,12am,PULP,261.01,254.72,254.72,0.0
20260328T101439Z,10,Viva Energy Kwinana,,,8:30am,12am,Diesel,310.11,308.09,308.09,0.0
20260328T101439Z,26,Ampol Port Hedland,,,8:30am,12:01am,ULP,265.9,260.12,260.12,0.0
20260328T101439Z,26,Ampol Port Hedland,,,8:30am,12:01am,Diesel,316.71,315.74,315.74,0.0
20260328T101439Z,9,BP Port Hedland,,,8:30am,12am,ULP,250.31,246.64,246.64,0.0
20260328T101439Z,9,BP Port Hedland,,,8:30am,12am,Diesel,303.32,304.59,304.59,0.0
20260328T101439Z,33,Caltex Port Hedland,,,8:30am,8:30am,Diesel,315.89,314.95,314.95,0.0
20260328T101439Z,16,Viva Energy Port Hedland,,,8:30am,12am,Diesel,338.34,336.34,336.34,0.0
