run_id,centre_id,centre_name,centre_latitude,centre_longitude,default_terminal_gate_price_change_time,terminal_gate_price_change_time,fuel_type,price_previous,price_current,price_next,delta_next_current
20260418T080141Z,27,Ampol Albany,,,8:30am,12:01am,ULP,188.57,185.79,185.79,0.0
20260418T080141Z,27,Ampol Albany,,,8:30am,12:01am,PULP,198.25,195.26,195.26,0.0
20260418T080141Z,27,Ampol Albany,,,8:30am,12:01am,Diesel,260.14,254.24,254.24,0.0
20260418T080141Z,28,Ampol Broome,,,8:30am,12:01am,ULP,220.08,218.15,218.15,0.0
20260418T080141Z,28,Ampol Broome,,,8:30am,12:01am,PULP,235.85,233.82,233.82,0.0
20260418T080141Z,28,Ampol Broome,,,8:30am,12:01am,Diesel,256.7,248.95,248.95,0.0
20260418T080141Z,6,BP Broome,,,8:30am,12am,ULP,200.87,198.29,198.29,0.0
20260418T080141Z,6,BP Broome,,,8:30am,12am,PULP,210.87,208.29,208.29,0.0
20260418T080141Z,6,BP Broome,,,8:30am,12am,Diesel,272.32,265.66,265.66,0.0
20260418T080141Z,12,Viva Energy Broome,,,8:30am,12am,ULP,241.88,239.33,239.33,0.0
20260418T080141Z,12,Viva Energy Broome,,,8:30am,12am,PULP,251.85,249.28,249.28,0.0
20260418T080141Z,12,Viva Energy Broome,,,8:30am,12am,Diesel,290.63,284.59,284.59,0.0
20260418T080141Z,29,Ampol Esperance,,,8:30am,12:01am,Diesel,265.65,259.71,259.71,0.0
20260418T080141Z,7,BP Esperance,,,8:30am,12am,ULP,197.37,194.4,194.4,0.0
20260418T080141Z,7,BP Esperance,,,8:30am,12am,PULP,207.37,204.4,204.4,0.0
20260418T080141Z,7,BP Esperance,,,8:30am,12am,Diesel,265.21,258.61,258.61,0.0
20260418T080141Z,13,Viva Energy Esperance,,,8:30am,12am,Diesel,262.87,256.64,256.64,0.0
20260418T080141Z,30,Ampol Geraldton,,,8:30am,12:01am,ULP,188.23,185.43,185.43,0.0
20260418T080141Z,30,Ampol Geraldton,,,8:30am,12:01am,Diesel,263.87,257.95,257.95,0.0
20260418T080141Z,8,BP Geraldton,,,8:30am,12am,Diesel,265.24,258.67,258.67,0.0
20260418T080141Z,31,Ampol Kwinana,,,8:30am,12:01am,ULP,189.27,186.35,186.35,0.0
20260418T080141Z,31,Ampol Kwinana,,,8:30am,12:01am,PULP,203.1,200.08,200.08,0.0
20260418T080141Z,31,Ampol Kwinana,,,8:30am,12:01am,Diesel,254.56,248.53,248.53,0.0
20260418T080141Z,4,BP Kewdale,,,8:30am,12am,ULP,187.69,184.72,184.72,0.0
20260418T080141Z,4,BP Kewdale,,,8:30am,12am,PULP,197.69,194.72,194.72,0.0
20260418T080141Z,4,BP Kewdale,,,8:30am,12am,Diesel,260.13,253.47,253.47,0.0
20260418T080141Z,5,BP Kwinana,,,8:30am,12am,ULP,187.69,184.72,184.72,0.0
20260418T080141Z,5,BP Kwinana,,,8:30am,12am,PULP,197.69,194.72,194.72,0.0
20260418T080141Z,5,BP Kwinana,,,8:30am,12am,Diesel,260.13,253.47,253.47,0.0
20260418T080141Z,32,Caltex Kwinana,,,8:30am,8:30am,ULP,193.8,189.77,189.77,0.0
20260418T080141Z,32,Caltex Kwinana,,,8:30am,8:30am,PULP,213.81,209.13,209.13,0.0
20260418T080141Z,32,Caltex Kwinana,,,8:30am,8:30am,Diesel,266.55,260.46,260.46,0.0
20260418T080141Z,17,Mobil Kwinana,,,8:30am,8:30am,ULP,189.93,185.69,185.69,0.0
20260418T080141Z,17,Mobil Kwinana,,,8:30am,8:30am,PULP,199.87,195.37,195.37,0.0
20260418T080141Z,17,Mobil Kwinana,,,8:30am,8:30am,Diesel,269.47,262.11,262.11,0.0
20260418T080141Z,10,Viva Energy Kwinana,,,8:30am,12am,ULP,188.32,184.78,184.78,0.0
20260418T080141Z,10,Viva Energy Kwinana,,,8:30am,12am,PULP,201.41,197.85,197.85,0.0
20260418T080141Z,10,Viva Energy Kwinana,,,8:30am,12am,Diesel,257.24,250.97,250.97,0.0
20260418T080141Z,26,Ampol Port Hedland,,,8:30am,12:01am,ULP,209.99,207.38,207.38,0.0
20260418T080141Z,26,Ampol Port Hedland,,,8:30am,12:01am,Diesel,260.36,254.34,254.34,0.0
20260418T080141Z,9,BP Port Hedland,,,8:30am,12am,ULP,198.02,195.28,195.28,0.0
20260418T080141Z,9,BP Port Hedland,,,8:30am,12am,Diesel,263.94,257.27,257.27,0.0
20260418T080141Z,33,Caltex Port Hedland,,,8:30am,8:30am,Diesel,275.02,266.72,266.72,0.0
20260418T080141Z,16,Viva Energy Port Hedland,,,8:30am,12am,Diesel,286.64,280.39,280.39,0.0
